2019-04-02 09:03:47,992 p=7562 u=student |  ERROR! Incorrect options passed
2019-04-04 07:53:13,278 p=4833 u=student |  Thursday 04 April 2019  07:53:13 -0400 (0:00:00.929)       0:00:11.149 ******** 
2019-04-04 07:53:18,932 p=4833 u=student |  ok: [utility.lab.example.com] => (item=ipa-server)
2019-04-04 07:53:42,745 p=4833 u=student |  ok: [utility.lab.example.com] => (item=ipa-server-dns)
2019-04-04 07:53:45,760 p=4833 u=student |  ok: [utility.lab.example.com] => (item=rng-tools)
2019-04-04 07:53:45,814 p=4833 u=student |  TASK [rngd service running to avoid install blocking on entropy issues] ****************************************
2019-04-04 07:53:45,814 p=4833 u=student |  Thursday 04 April 2019  07:53:45 -0400 (0:00:32.536)       0:00:43.685 ******** 
2019-04-04 07:53:46,741 p=4833 u=student |  ok: [utility.lab.example.com]
2019-04-04 07:53:46,774 p=4833 u=student |  TASK [Remove the current FreeIPA server] ***********************************************************************
2019-04-04 07:53:46,774 p=4833 u=student |  Thursday 04 April 2019  07:53:46 -0400 (0:00:00.959)       0:00:44.645 ******** 
2019-04-04 07:54:56,070 p=4833 u=student |  fatal: [utility.lab.example.com]: FAILED! => {"changed": true, "cmd": ["ipa-server-install", "--uninstall", "--unattended"], "delta": "0:01:06.826890", "end": "2019-04-04 11:54:54.482975", "msg": "non-zero return code", "rc": 1, "start": "2019-04-04 11:53:47.656085", "stderr": "ipapython.admintool: ERROR    Command '/bin/systemctl stop certmonger.service' returned non-zero exit status 1\nipapython.admintool: ERROR    The ipa-server-install command failed. See /var/log/ipaserver-uninstall.log for more information", "stderr_lines": ["ipapython.admintool: ERROR    Command '/bin/systemctl stop certmonger.service' returned non-zero exit status 1", "ipapython.admintool: ERROR    The ipa-server-install command failed. See /var/log/ipaserver-uninstall.log for more information"], "stdout": "Shutting down all IPA services\nConfiguring certmonger to stop tracking system certificates for KRA\nConfiguring certmonger to stop tracking system certificates for CA", "stdout_lines": ["Shutting down all IPA services", "Configuring certmonger to stop tracking system certificates for KRA", "Configuring certmonger to stop tracking system certificates for CA"]}
2019-04-04 07:54:56,075 p=4833 u=student |  PLAY RECAP *****************************************************************************************************
2019-04-04 07:54:56,076 p=4833 u=student |  utility.lab.example.com    : ok=7    changed=1    unreachable=0    failed=1    skipped=0    rescued=0    ignored=0   
2019-04-04 07:54:56,077 p=4833 u=student |  Thursday 04 April 2019  07:54:56 -0400 (0:01:09.302)       0:01:53.948 ******** 
2019-04-04 07:54:56,077 p=4833 u=student |  =============================================================================== 
2019-04-04 07:54:56,078 p=4833 u=student |  Remove the current FreeIPA server ---------------------------------------------------------------------- 69.30s
2019-04-04 07:54:56,078 p=4833 u=student |  FreeIPA server packages installed ---------------------------------------------------------------------- 32.54s
2019-04-04 07:54:56,079 p=4833 u=student |  Enable firewall services for FreeIPA in public zone ----------------------------------------------------- 4.19s
2019-04-04 07:54:56,079 p=4833 u=student |  Gathering Facts ----------------------------------------------------------------------------------------- 3.19s
2019-04-04 07:54:56,080 p=4833 u=student |  firewalld is enabled and started ------------------------------------------------------------------------ 1.65s
2019-04-04 07:54:56,080 p=4833 u=student |  /etc/hosts 127.0.0.1 should not resolve to FQDN --------------------------------------------------------- 1.12s
2019-04-04 07:54:56,081 p=4833 u=student |  rngd service running to avoid install blocking on entropy issues ---------------------------------------- 0.96s
2019-04-04 07:54:56,081 p=4833 u=student |  FQDN resolves to default IPv4 address in /etc/hosts ----------------------------------------------------- 0.93s
2019-04-04 07:57:36,868 p=5016 u=student |  PLAY [utility.lab.example.com] *********************************************************************************
2019-04-04 07:57:36,883 p=5016 u=student |  TASK [Gathering Facts] *****************************************************************************************
2019-04-04 07:57:36,883 p=5016 u=student |  Thursday 04 April 2019  07:57:36 -0400 (0:00:00.071)       0:00:00.071 ******** 
2019-04-04 07:57:39,773 p=5016 u=student |  ok: [utility.lab.example.com]
2019-04-04 07:57:39,806 p=5016 u=student |  TASK [firewalld is enabled and started] ************************************************************************
2019-04-04 07:57:39,806 p=5016 u=student |  Thursday 04 April 2019  07:57:39 -0400 (0:00:02.922)       0:00:02.994 ******** 
2019-04-04 07:57:41,335 p=5016 u=student |  ok: [utility.lab.example.com]
2019-04-04 07:57:41,377 p=5016 u=student |  TASK [Enable firewall services for FreeIPA in public zone] *****************************************************
2019-04-04 07:57:41,378 p=5016 u=student |  Thursday 04 April 2019  07:57:41 -0400 (0:00:01.571)       0:00:04.566 ******** 
2019-04-04 07:57:43,057 p=5016 u=student |  ok: [utility.lab.example.com] => (item=freeipa-ldap)
2019-04-04 07:57:44,273 p=5016 u=student |  ok: [utility.lab.example.com] => (item=freeipa-ldaps)
2019-04-04 07:57:45,482 p=5016 u=student |  ok: [utility.lab.example.com] => (item=dns)
2019-04-04 07:57:45,514 p=5016 u=student |  TASK [/etc/hosts 127.0.0.1 should not resolve to FQDN] *********************************************************
2019-04-04 07:57:45,514 p=5016 u=student |  Thursday 04 April 2019  07:57:45 -0400 (0:00:04.136)       0:00:08.702 ******** 
2019-04-04 07:57:46,580 p=5016 u=student |  ok: [utility.lab.example.com]
2019-04-04 07:57:46,612 p=5016 u=student |  TASK [FQDN resolves to default IPv4 address in /etc/hosts] *****************************************************
2019-04-04 07:57:46,612 p=5016 u=student |  Thursday 04 April 2019  07:57:46 -0400 (0:00:01.097)       0:00:09.800 ******** 
2019-04-04 07:57:47,341 p=5016 u=student |  ok: [utility.lab.example.com]
2019-04-04 07:57:47,376 p=5016 u=student |  TASK [FreeIPA server packages installed] ***********************************************************************
2019-04-04 07:57:47,377 p=5016 u=student |  Thursday 04 April 2019  07:57:47 -0400 (0:00:00.764)       0:00:10.564 ******** 
2019-04-04 07:57:49,984 p=5016 u=student |  ok: [utility.lab.example.com] => (item=ipa-server)
2019-04-04 07:57:52,078 p=5016 u=student |  ok: [utility.lab.example.com] => (item=ipa-server-dns)
2019-04-04 07:57:54,167 p=5016 u=student |  ok: [utility.lab.example.com] => (item=rng-tools)
2019-04-04 07:57:54,198 p=5016 u=student |  TASK [rngd service running to avoid install blocking on entropy issues] ****************************************
2019-04-04 07:57:54,198 p=5016 u=student |  Thursday 04 April 2019  07:57:54 -0400 (0:00:06.821)       0:00:17.386 ******** 
2019-04-04 07:57:55,127 p=5016 u=student |  ok: [utility.lab.example.com]
2019-04-04 07:57:55,181 p=5016 u=student |  TASK [Remove the current FreeIPA server] ***********************************************************************
2019-04-04 07:57:55,181 p=5016 u=student |  Thursday 04 April 2019  07:57:55 -0400 (0:00:00.982)       0:00:18.369 ******** 
2019-04-04 07:58:28,039 p=5016 u=student |  changed: [utility.lab.example.com]
2019-04-04 07:58:28,091 p=5016 u=student |  TASK [Set up FreeIPA server (Takes ~10 minutes according to profile_tasks)] ************************************
2019-04-04 07:58:28,092 p=5016 u=student |  Thursday 04 April 2019  07:58:28 -0400 (0:00:32.910)       0:00:51.280 ******** 
2019-04-04 07:58:32,932 p=5016 u=student |  fatal: [utility.lab.example.com]: FAILED! => {"changed": true, "cmd": ["ipa-server-install", "--domain=lab.example.io", "--realm=LAB.EXAMPLE.IO", "--ds-password=einstein", "--admin-password=redhat321", "--hostname=utility.lab.example.io", "--ip-address=172.25.250.8", "--no-ntp", "--setup-dns", "--reverse-zone=250.25.172.in-addr.arpa", "--no-forwarders", "--mkhomedir", "--unattended"], "delta": "0:00:03.994072", "end": "2019-04-04 11:58:32.818097", "msg": "non-zero return code", "rc": 1, "start": "2019-04-04 11:58:28.824025", "stderr": "Error: there is already a record in /etc/hosts for IP address 172.25.250.8:\n172.25.250.8 utility.lab.example.com utility git.lab.example.com git\nChosen hostname utility.lab.example.io does not match configured canonical hostname utility.lab.example.com\nPlease fix your /etc/hosts file and restart the installation.\nipapython.admintool: ERROR    The ipa-server-install command failed. See /var/log/ipaserver-install.log for more information", "stderr_lines": ["Error: there is already a record in /etc/hosts for IP address 172.25.250.8:", "172.25.250.8 utility.lab.example.com utility git.lab.example.com git", "Chosen hostname utility.lab.example.io does not match configured canonical hostname utility.lab.example.com", "Please fix your /etc/hosts file and restart the installation.", "ipapython.admintool: ERROR    The ipa-server-install command failed. See /var/log/ipaserver-install.log for more information"], "stdout": "Checking DNS domain lab.example.io, please wait ...\n\nThe log file for this installation can be found in /var/log/ipaserver-install.log\n==============================================================================\nThis program will set up the IPA Server.\n\nThis includes:\n  * Configure a stand-alone CA (dogtag) for certificate management\n  * Create and configure an instance of Directory Server\n  * Create and configure a Kerberos Key Distribution Center (KDC)\n  * Configure Apache (httpd)\n  * Configure DNS (bind)\n  * Configure the KDC to enable PKINIT\n\nExcluded by options:\n  * Configure the Network Time Daemon (ntpd)\n\nWarning: skipping DNS resolution of host utility.lab.example.io\nChecking DNS domain lab.example.io., please wait ...", "stdout_lines": ["Checking DNS domain lab.example.io, please wait ...", "", "The log file for this installation can be found in /var/log/ipaserver-install.log", "==============================================================================", "This program will set up the IPA Server.", "", "This includes:", "  * Configure a stand-alone CA (dogtag) for certificate management", "  * Create and configure an instance of Directory Server", "  * Create and configure a Kerberos Key Distribution Center (KDC)", "  * Configure Apache (httpd)", "  * Configure DNS (bind)", "  * Configure the KDC to enable PKINIT", "", "Excluded by options:", "  * Configure the Network Time Daemon (ntpd)", "", "Warning: skipping DNS resolution of host utility.lab.example.io", "Checking DNS domain lab.example.io., please wait ..."]}
2019-04-04 07:58:32,936 p=5016 u=student |  PLAY RECAP *****************************************************************************************************
2019-04-04 07:58:32,936 p=5016 u=student |  utility.lab.example.com    : ok=8    changed=1    unreachable=0    failed=1    skipped=0    rescued=0    ignored=0   
2019-04-04 07:58:32,937 p=5016 u=student |  Thursday 04 April 2019  07:58:32 -0400 (0:00:04.844)       0:00:56.124 ******** 
2019-04-04 07:58:32,937 p=5016 u=student |  =============================================================================== 
2019-04-04 07:58:32,937 p=5016 u=student |  Remove the current FreeIPA server ---------------------------------------------------------------------- 32.91s
2019-04-04 07:58:32,938 p=5016 u=student |  FreeIPA server packages installed ----------------------------------------------------------------------- 6.82s
2019-04-04 07:58:32,938 p=5016 u=student |  Set up FreeIPA server (Takes ~10 minutes according to profile_tasks) ------------------------------------ 4.84s
2019-04-04 07:58:32,938 p=5016 u=student |  Enable firewall services for FreeIPA in public zone ----------------------------------------------------- 4.14s
2019-04-04 07:58:32,939 p=5016 u=student |  Gathering Facts ----------------------------------------------------------------------------------------- 2.92s
2019-04-04 07:58:32,939 p=5016 u=student |  firewalld is enabled and started ------------------------------------------------------------------------ 1.57s
2019-04-04 07:58:32,939 p=5016 u=student |  /etc/hosts 127.0.0.1 should not resolve to FQDN --------------------------------------------------------- 1.10s
2019-04-04 07:58:32,939 p=5016 u=student |  rngd service running to avoid install blocking on entropy issues ---------------------------------------- 0.98s
2019-04-04 07:58:32,940 p=5016 u=student |  FQDN resolves to default IPv4 address in /etc/hosts ----------------------------------------------------- 0.76s
2019-04-04 08:01:30,137 p=5206 u=student |  PLAY [utility.lab.example.com] *********************************************************************************
2019-04-04 08:01:30,152 p=5206 u=student |  TASK [Gathering Facts] *****************************************************************************************
2019-04-04 08:01:30,153 p=5206 u=student |  Thursday 04 April 2019  08:01:30 -0400 (0:00:00.073)       0:00:00.073 ******** 
2019-04-04 08:01:32,866 p=5206 u=student |  ok: [utility.lab.example.com]
2019-04-04 08:01:32,931 p=5206 u=student |  TASK [firewalld is enabled and started] ************************************************************************
2019-04-04 08:01:32,931 p=5206 u=student |  Thursday 04 April 2019  08:01:32 -0400 (0:00:02.778)       0:00:02.852 ******** 
2019-04-04 08:01:34,489 p=5206 u=student |  ok: [utility.lab.example.com]
2019-04-04 08:01:34,519 p=5206 u=student |  TASK [Enable firewall services for FreeIPA in public zone] *****************************************************
2019-04-04 08:01:34,520 p=5206 u=student |  Thursday 04 April 2019  08:01:34 -0400 (0:00:01.588)       0:00:04.440 ******** 
2019-04-04 08:01:36,091 p=5206 u=student |  ok: [utility.lab.example.com] => (item=freeipa-ldap)
2019-04-04 08:01:37,302 p=5206 u=student |  ok: [utility.lab.example.com] => (item=freeipa-ldaps)
2019-04-04 08:01:38,557 p=5206 u=student |  ok: [utility.lab.example.com] => (item=dns)
2019-04-04 08:01:38,621 p=5206 u=student |  TASK [/etc/hosts 127.0.0.1 should not resolve to FQDN] *********************************************************
2019-04-04 08:01:38,622 p=5206 u=student |  Thursday 04 April 2019  08:01:38 -0400 (0:00:04.101)       0:00:08.542 ******** 
2019-04-04 08:01:39,710 p=5206 u=student |  ok: [utility.lab.example.com]
2019-04-04 08:01:39,743 p=5206 u=student |  TASK [FQDN resolves to default IPv4 address in /etc/hosts] *****************************************************
2019-04-04 08:01:39,743 p=5206 u=student |  Thursday 04 April 2019  08:01:39 -0400 (0:00:01.121)       0:00:09.663 ******** 
2019-04-04 08:01:40,512 p=5206 u=student |  changed: [utility.lab.example.com]
2019-04-04 08:01:40,574 p=5206 u=student |  TASK [FreeIPA server packages installed] ***********************************************************************
2019-04-04 08:01:40,575 p=5206 u=student |  Thursday 04 April 2019  08:01:40 -0400 (0:00:00.831)       0:00:10.495 ******** 
2019-04-04 08:01:43,203 p=5206 u=student |  ok: [utility.lab.example.com] => (item=ipa-server)
2019-04-04 08:01:45,332 p=5206 u=student |  ok: [utility.lab.example.com] => (item=ipa-server-dns)
2019-04-04 08:01:47,407 p=5206 u=student |  ok: [utility.lab.example.com] => (item=rng-tools)
2019-04-04 08:01:47,454 p=5206 u=student |  TASK [rngd service running to avoid install blocking on entropy issues] ****************************************
2019-04-04 08:01:47,454 p=5206 u=student |  Thursday 04 April 2019  08:01:47 -0400 (0:00:06.879)       0:00:17.375 ******** 
2019-04-04 08:01:48,351 p=5206 u=student |  ok: [utility.lab.example.com]
2019-04-04 08:01:48,382 p=5206 u=student |  TASK [Set up FreeIPA server (Takes ~10 minutes according to profile_tasks)] ************************************
2019-04-04 08:01:48,382 p=5206 u=student |  Thursday 04 April 2019  08:01:48 -0400 (0:00:00.928)       0:00:18.303 ******** 
2019-04-04 08:01:50,720 p=5206 u=student |  fatal: [utility.lab.example.com]: FAILED! => {"changed": true, "cmd": ["ipa-server-install", "--domain=lab.example.io", "--realm=LAB.EXAMPLE.IO", "--ds-password=einstein", "--admin-password=redhat321", "--hostname=utility.lab.example.io", "--ip-address=172.25.250.8", "--no-ntp", "--setup-dns", "--reverse-zone=250.25.172.in-addr.arpa", "--no-forwarders", "--mkhomedir", "--unattended"], "delta": "0:00:01.347051", "end": "2019-04-04 12:01:50.624441", "msg": "non-zero return code", "rc": 1, "start": "2019-04-04 12:01:49.277390", "stderr": "ipapython.admintool: ERROR    The host name utility.lab.example.io does not match the primary host name utility.lab.example.com. Please check /etc/hosts or DNS name resolution\nipapython.admintool: ERROR    The ipa-server-install command failed. See /var/log/ipaserver-install.log for more information", "stderr_lines": ["ipapython.admintool: ERROR    The host name utility.lab.example.io does not match the primary host name utility.lab.example.com. Please check /etc/hosts or DNS name resolution", "ipapython.admintool: ERROR    The ipa-server-install command failed. See /var/log/ipaserver-install.log for more information"], "stdout": "Checking DNS domain lab.example.io, please wait ...\n\nThe log file for this installation can be found in /var/log/ipaserver-install.log\n==============================================================================\nThis program will set up the IPA Server.\n\nThis includes:\n  * Configure a stand-alone CA (dogtag) for certificate management\n  * Create and configure an instance of Directory Server\n  * Create and configure a Kerberos Key Distribution Center (KDC)\n  * Configure Apache (httpd)\n  * Configure DNS (bind)\n  * Configure the KDC to enable PKINIT\n\nExcluded by options:\n  * Configure the Network Time Daemon (ntpd)", "stdout_lines": ["Checking DNS domain lab.example.io, please wait ...", "", "The log file for this installation can be found in /var/log/ipaserver-install.log", "==============================================================================", "This program will set up the IPA Server.", "", "This includes:", "  * Configure a stand-alone CA (dogtag) for certificate management", "  * Create and configure an instance of Directory Server", "  * Create and configure a Kerberos Key Distribution Center (KDC)", "  * Configure Apache (httpd)", "  * Configure DNS (bind)", "  * Configure the KDC to enable PKINIT", "", "Excluded by options:", "  * Configure the Network Time Daemon (ntpd)"]}
2019-04-04 08:01:50,723 p=5206 u=student |  PLAY RECAP *****************************************************************************************************
2019-04-04 08:01:50,724 p=5206 u=student |  utility.lab.example.com    : ok=7    changed=1    unreachable=0    failed=1    skipped=0    rescued=0    ignored=0   
2019-04-04 08:01:50,724 p=5206 u=student |  Thursday 04 April 2019  08:01:50 -0400 (0:00:02.341)       0:00:20.645 ******** 
2019-04-04 08:01:50,725 p=5206 u=student |  =============================================================================== 
2019-04-04 08:01:50,725 p=5206 u=student |  FreeIPA server packages installed ----------------------------------------------------------------------- 6.88s
2019-04-04 08:01:50,725 p=5206 u=student |  Enable firewall services for FreeIPA in public zone ----------------------------------------------------- 4.10s
2019-04-04 08:01:50,726 p=5206 u=student |  Gathering Facts ----------------------------------------------------------------------------------------- 2.78s
2019-04-04 08:01:50,726 p=5206 u=student |  Set up FreeIPA server (Takes ~10 minutes according to profile_tasks) ------------------------------------ 2.34s
2019-04-04 08:01:50,726 p=5206 u=student |  firewalld is enabled and started ------------------------------------------------------------------------ 1.59s
2019-04-04 08:01:50,726 p=5206 u=student |  /etc/hosts 127.0.0.1 should not resolve to FQDN --------------------------------------------------------- 1.12s
2019-04-04 08:01:50,727 p=5206 u=student |  rngd service running to avoid install blocking on entropy issues ---------------------------------------- 0.93s
2019-04-04 08:01:50,727 p=5206 u=student |  FQDN resolves to default IPv4 address in /etc/hosts ----------------------------------------------------- 0.83s
2019-04-04 08:03:48,546 p=5352 u=student |  PLAY [utility.lab.example.com] *********************************************************************************
2019-04-04 08:03:48,565 p=5352 u=student |  TASK [Gathering Facts] *****************************************************************************************
2019-04-04 08:03:48,566 p=5352 u=student |  Thursday 04 April 2019  08:03:48 -0400 (0:00:00.077)       0:00:00.077 ******** 
2019-04-04 08:03:51,121 p=5352 u=student |  ok: [utility.lab.example.com]
2019-04-04 08:03:51,158 p=5352 u=student |  TASK [firewalld is enabled and started] ************************************************************************
2019-04-04 08:03:51,159 p=5352 u=student |  Thursday 04 April 2019  08:03:51 -0400 (0:00:02.593)       0:00:02.670 ******** 
2019-04-04 08:03:52,702 p=5352 u=student |  ok: [utility.lab.example.com]
2019-04-04 08:03:52,737 p=5352 u=student |  TASK [Enable firewall services for FreeIPA in public zone] *****************************************************
2019-04-04 08:03:52,738 p=5352 u=student |  Thursday 04 April 2019  08:03:52 -0400 (0:00:01.578)       0:00:04.249 ******** 
2019-04-04 08:03:54,253 p=5352 u=student |  ok: [utility.lab.example.com] => (item=freeipa-ldap)
2019-04-04 08:03:55,374 p=5352 u=student |  ok: [utility.lab.example.com] => (item=freeipa-ldaps)
2019-04-04 08:03:56,573 p=5352 u=student |  ok: [utility.lab.example.com] => (item=dns)
2019-04-04 08:03:56,608 p=5352 u=student |  TASK [/etc/hosts 127.0.0.1 should not resolve to FQDN] *********************************************************
2019-04-04 08:03:56,608 p=5352 u=student |  Thursday 04 April 2019  08:03:56 -0400 (0:00:03.870)       0:00:08.119 ******** 
2019-04-04 08:03:57,656 p=5352 u=student |  ok: [utility.lab.example.com]
2019-04-04 08:03:57,709 p=5352 u=student |  TASK [FQDN resolves to default IPv4 address in /etc/hosts] *****************************************************
2019-04-04 08:03:57,710 p=5352 u=student |  Thursday 04 April 2019  08:03:57 -0400 (0:00:01.101)       0:00:09.221 ******** 
2019-04-04 08:03:58,459 p=5352 u=student |  ok: [utility.lab.example.com]
2019-04-04 08:03:58,491 p=5352 u=student |  TASK [FreeIPA server packages installed] ***********************************************************************
2019-04-04 08:03:58,492 p=5352 u=student |  Thursday 04 April 2019  08:03:58 -0400 (0:00:00.781)       0:00:10.003 ******** 
2019-04-04 08:04:01,011 p=5352 u=student |  ok: [utility.lab.example.com] => (item=ipa-server)
2019-04-04 08:04:03,038 p=5352 u=student |  ok: [utility.lab.example.com] => (item=ipa-server-dns)
2019-04-04 08:04:05,150 p=5352 u=student |  ok: [utility.lab.example.com] => (item=rng-tools)
2019-04-04 08:04:05,181 p=5352 u=student |  TASK [rngd service running to avoid install blocking on entropy issues] ****************************************
2019-04-04 08:04:05,181 p=5352 u=student |  Thursday 04 April 2019  08:04:05 -0400 (0:00:06.689)       0:00:16.692 ******** 
2019-04-04 08:04:06,183 p=5352 u=student |  ok: [utility.lab.example.com]
2019-04-04 08:04:06,217 p=5352 u=student |  TASK [Remove the current FreeIPA server] ***********************************************************************
2019-04-04 08:04:06,217 p=5352 u=student |  Thursday 04 April 2019  08:04:06 -0400 (0:00:01.035)       0:00:17.728 ******** 
2019-04-04 08:04:07,401 p=5352 u=student |  changed: [utility.lab.example.com]
2019-04-04 08:04:07,461 p=5352 u=student |  TASK [Set up FreeIPA server (Takes ~10 minutes according to profile_tasks)] ************************************
2019-04-04 08:04:07,462 p=5352 u=student |  Thursday 04 April 2019  08:04:07 -0400 (0:00:01.244)       0:00:18.973 ******** 
2019-04-04 08:04:09,461 p=5352 u=student |  fatal: [utility.lab.example.com]: FAILED! => {"changed": true, "cmd": ["ipa-server-install", "--domain=lab.example.io", "--realm=LAB.EXAMPLE.IO", "--ds-password=einstein", "--admin-password=redhat321", "--hostname=utility.lab.example.io", "--ip-address=172.25.250.8", "--no-ntp", "--setup-dns", "--reverse-zone=250.25.172.in-addr.arpa", "--no-forwarders", "--mkhomedir", "--unattended"], "delta": "0:00:01.282260", "end": "2019-04-04 12:04:09.367828", "msg": "non-zero return code", "rc": 1, "start": "2019-04-04 12:04:08.085568", "stderr": "ipapython.admintool: ERROR    The host name utility.lab.example.io does not match the primary host name utility.lab.example.com. Please check /etc/hosts or DNS name resolution\nipapython.admintool: ERROR    The ipa-server-install command failed. See /var/log/ipaserver-install.log for more information", "stderr_lines": ["ipapython.admintool: ERROR    The host name utility.lab.example.io does not match the primary host name utility.lab.example.com. Please check /etc/hosts or DNS name resolution", "ipapython.admintool: ERROR    The ipa-server-install command failed. See /var/log/ipaserver-install.log for more information"], "stdout": "Checking DNS domain lab.example.io, please wait ...\n\nThe log file for this installation can be found in /var/log/ipaserver-install.log\n==============================================================================\nThis program will set up the IPA Server.\n\nThis includes:\n  * Configure a stand-alone CA (dogtag) for certificate management\n  * Create and configure an instance of Directory Server\n  * Create and configure a Kerberos Key Distribution Center (KDC)\n  * Configure Apache (httpd)\n  * Configure DNS (bind)\n  * Configure the KDC to enable PKINIT\n\nExcluded by options:\n  * Configure the Network Time Daemon (ntpd)", "stdout_lines": ["Checking DNS domain lab.example.io, please wait ...", "", "The log file for this installation can be found in /var/log/ipaserver-install.log", "==============================================================================", "This program will set up the IPA Server.", "", "This includes:", "  * Configure a stand-alone CA (dogtag) for certificate management", "  * Create and configure an instance of Directory Server", "  * Create and configure a Kerberos Key Distribution Center (KDC)", "  * Configure Apache (httpd)", "  * Configure DNS (bind)", "  * Configure the KDC to enable PKINIT", "", "Excluded by options:", "  * Configure the Network Time Daemon (ntpd)"]}
2019-04-04 08:04:09,465 p=5352 u=student |  PLAY RECAP *****************************************************************************************************
2019-04-04 08:04:09,466 p=5352 u=student |  utility.lab.example.com    : ok=8    changed=1    unreachable=0    failed=1    skipped=0    rescued=0    ignored=0   
2019-04-04 08:04:09,466 p=5352 u=student |  Thursday 04 April 2019  08:04:09 -0400 (0:00:02.004)       0:00:20.977 ******** 
2019-04-04 08:04:09,466 p=5352 u=student |  =============================================================================== 
2019-04-04 08:04:09,467 p=5352 u=student |  FreeIPA server packages installed ----------------------------------------------------------------------- 6.69s
2019-04-04 08:04:09,467 p=5352 u=student |  Enable firewall services for FreeIPA in public zone ----------------------------------------------------- 3.87s
2019-04-04 08:04:09,467 p=5352 u=student |  Gathering Facts ----------------------------------------------------------------------------------------- 2.59s
2019-04-04 08:04:09,467 p=5352 u=student |  Set up FreeIPA server (Takes ~10 minutes according to profile_tasks) ------------------------------------ 2.00s
2019-04-04 08:04:09,468 p=5352 u=student |  firewalld is enabled and started ------------------------------------------------------------------------ 1.58s
2019-04-04 08:04:09,468 p=5352 u=student |  Remove the current FreeIPA server ----------------------------------------------------------------------- 1.24s
2019-04-04 08:04:09,468 p=5352 u=student |  /etc/hosts 127.0.0.1 should not resolve to FQDN --------------------------------------------------------- 1.10s
2019-04-04 08:04:09,468 p=5352 u=student |  rngd service running to avoid install blocking on entropy issues ---------------------------------------- 1.04s
2019-04-04 08:04:09,469 p=5352 u=student |  FQDN resolves to default IPv4 address in /etc/hosts ----------------------------------------------------- 0.78s
2019-04-04 08:05:31,144 p=5504 u=student |  PLAY [utility.lab.example.com] *********************************************************************************
2019-04-04 08:05:31,160 p=5504 u=student |  TASK [Gathering Facts] *****************************************************************************************
2019-04-04 08:05:31,160 p=5504 u=student |  Thursday 04 April 2019  08:05:31 -0400 (0:00:00.075)       0:00:00.075 ******** 
2019-04-04 08:05:33,762 p=5504 u=student |  ok: [utility.lab.example.com]
2019-04-04 08:05:33,797 p=5504 u=student |  TASK [firewalld is enabled and started] ************************************************************************
2019-04-04 08:05:33,798 p=5504 u=student |  Thursday 04 April 2019  08:05:33 -0400 (0:00:02.637)       0:00:02.712 ******** 
2019-04-04 08:05:35,302 p=5504 u=student |  ok: [utility.lab.example.com]
2019-04-04 08:05:35,328 p=5504 u=student |  TASK [Enable firewall services for FreeIPA in public zone] *****************************************************
2019-04-04 08:05:35,328 p=5504 u=student |  Thursday 04 April 2019  08:05:35 -0400 (0:00:01.530)       0:00:04.243 ******** 
2019-04-04 08:05:36,868 p=5504 u=student |  ok: [utility.lab.example.com] => (item=freeipa-ldap)
2019-04-04 08:05:38,038 p=5504 u=student |  ok: [utility.lab.example.com] => (item=freeipa-ldaps)
2019-04-04 08:05:39,150 p=5504 u=student |  ok: [utility.lab.example.com] => (item=dns)
2019-04-04 08:05:39,180 p=5504 u=student |  TASK [/etc/hosts 127.0.0.1 should not resolve to FQDN] *********************************************************
2019-04-04 08:05:39,181 p=5504 u=student |  Thursday 04 April 2019  08:05:39 -0400 (0:00:03.852)       0:00:08.095 ******** 
2019-04-04 08:05:40,251 p=5504 u=student |  ok: [utility.lab.example.com]
2019-04-04 08:05:40,277 p=5504 u=student |  TASK [FQDN resolves to default IPv4 address in /etc/hosts] *****************************************************
2019-04-04 08:05:40,278 p=5504 u=student |  Thursday 04 April 2019  08:05:40 -0400 (0:00:01.096)       0:00:09.192 ******** 
2019-04-04 08:05:41,013 p=5504 u=student |  ok: [utility.lab.example.com]
2019-04-04 08:05:41,039 p=5504 u=student |  TASK [FreeIPA server packages installed] ***********************************************************************
2019-04-04 08:05:41,039 p=5504 u=student |  Thursday 04 April 2019  08:05:41 -0400 (0:00:00.761)       0:00:09.953 ******** 
2019-04-04 08:05:43,515 p=5504 u=student |  ok: [utility.lab.example.com] => (item=ipa-server)
2019-04-04 08:05:45,578 p=5504 u=student |  ok: [utility.lab.example.com] => (item=ipa-server-dns)
2019-04-04 08:05:47,490 p=5504 u=student |  ok: [utility.lab.example.com] => (item=rng-tools)
2019-04-04 08:05:47,517 p=5504 u=student |  TASK [rngd service running to avoid install blocking on entropy issues] ****************************************
2019-04-04 08:05:47,517 p=5504 u=student |  Thursday 04 April 2019  08:05:47 -0400 (0:00:06.478)       0:00:16.431 ******** 
2019-04-04 08:05:48,454 p=5504 u=student |  ok: [utility.lab.example.com]
2019-04-04 08:05:48,482 p=5504 u=student |  TASK [Remove the current FreeIPA server] ***********************************************************************
2019-04-04 08:05:48,482 p=5504 u=student |  Thursday 04 April 2019  08:05:48 -0400 (0:00:00.965)       0:00:17.397 ******** 
2019-04-04 08:05:49,543 p=5504 u=student |  changed: [utility.lab.example.com]
2019-04-04 08:05:49,595 p=5504 u=student |  TASK [Set up FreeIPA server (Takes ~10 minutes according to profile_tasks)] ************************************
2019-04-04 08:05:49,595 p=5504 u=student |  Thursday 04 April 2019  08:05:49 -0400 (0:00:01.112)       0:00:18.509 ******** 
